Review,Sentiment
You can't get much closer to nature in this hotel. The architecture is truly in-keeping with the environment and is truly stunning. Even the monkeys pay you a visit but make sure you keep the doors locked as they tried to open ours! Would recommend this hotel for anyone visiting the area and want something a little different. The rooms with the bathtubs overlooking the lake are wonderful! The only complaint I would have is that I would get a room a little further away from the main lobby as due to the layout of the hotel noise carries well.,Positive
Beautiful hotel. The food and restaurant was the most exciting part. The buffet was always something new and something to look forward to. Chef dinesh and his peers were also very kind and helpful and made special orders to suit my dietary needs. 5/5 for the restaurants,Positive
It was good trip for the family. The food was good. The room were very nice. The hotel environment was superb The staff were good. I will recommend my relatives and friends to visit kandalama again. Thanks for the hospitality.,Positive
"Pros- Visiting date 6th august. Room numbers 624,625,626 724,725. Overall the experiance was wonderful. The checkin and checkout was all smooth sailings. Great job front office all staff members. Fnb staff was also really attentive to all our needs special thanks to a memorable birthday. Keep up the excellent work. The food was amazing from the starters till the final cup of coffee just wonderful and a memorable experiance. The pool atandees were attentive and friendly also veryhelpful. The flute session was mesmerizing. Cons- The plates at the main restarnt were worn out a lot of marks on the plates was not pleasing and a little more attention to buffet refiling would be nice ive been here for 20 plus years and i felt that the standards have fallen a little specialy the old plates and worn out bathroom equipment up rooms. Some hand railings were lose and deg. My uncle locked himself out of the room had to take 2 calls and a personal visit to the front desk and almost 20mins for the bell desk staff to find a extra key i bealive. Overall the visit was fantastic and memorable thank you all the best staff of all the hotels ive visited keep up the good work a memorable experiance during these hard times.",Positive
"Very good Location and build near the tank. One of the best architectural designs I’ve seen by Mr. Bawa. The hotel is wedged between the tank and large rock, unbelievable design. This is probably 20 yrs old, but very clean. There was less food than Hilton, but the spread was more than enough. There was some activity every level of the hotel and this make stay pleasant and lively. Staff was very friendly and helpful all the time. Only complaint I had was I was driving from Deep South, Hambantota to hotel, I wanted to have cup of tea. The staff was reluctant to supply at that time near the pool. 2nd time after my dinner, I wanted to have cup of coffee, they were reluctant to serve to the restaurant. The restaurant did not have facilities to provide tea or coffee after dinner. Over all good experiences.",Positive
"This hotel is located in the centre of the forest and is an amazing example of architecture, the hotel is covered in greenery and blends in to the environment, stunning to see. We stayed here for two nights and during our time here a large group consisting of teenage sports teams were also staying here which did impact on the pool areas, resulting in them being busy and a lack of loungers. The hotel is located up a dirt road and is too far away to venture out at night to eat anywhere else but the hotel. Rooms are slightly tired but a decent size with large bathroom. Monkeys appear daily on your balcony so ensure that you follow the rules of keeping your balcony door shut and locked. Lovely location, very isolated and you have to be prepared to drive each day to tour around to the nearby attractions. We went when it was relatively quiet not long after Sri Lanka had lifted Covid restrictions, would not like to be a guest when the hotel was at full capacity as buffet breakfast, dinner and swimming would be a nightmare. Please note that there is a dress code for dinner and breakfast, no shorts, tank tops etc however we found that this was not strictly enforced which was frustrating as we made the effort to adhere to the dress code and turned up to dinner to see people dressed in shorts & a t-shirt. There are signs all around the hotel depicting the required dress code for restaurants and also highlighted to you at check in. Overall a lovely experience if possible try to sit outside for dinner the lights and feeling of being in the middle of nowhere is magical.",Positive
"We transferred to this hotel from Kandy and en route visited Nalanada Gedige and Dambulla Rock Cave Temples. Hotel was nice and convenient stopover for two nights, room was clean and food was great but limited vegetarian options. Facilities were good, includes and 3 pools although we only visited the infinity pool which has a great view of the lake with Sigriya Rock in the background. The following day we visited Sigiriya rock, a must see! We went with one of the registered tour guides and it helps having someone who knows the history in addition to helping the local community.",Positive
"Honest review - a very unique hotel, set in the middle of densely populated green jungle like surroundings and nature (you will see monkeys). About a 15km distance from Dambulla but be warned, if you are flying in from Colombo and this is your first stop (as it was for us), then expect approx 4 hour travel time to get here. We stayed in the deluxe room. Postives- Service of staff very good esp during meals. Unusual open setting and outdoor feel of hotel walkways and common areas.seeing an array of wildlife on the doorstep (monkeys, peacocks, wild rabbits etc). large beds, big bathroom with toilet hose. good quality and selection of food esp breakfast- dedicated chefs to cook specials/ eggs etc. house keeping twice daily",Positive
. Negatives- 4 hour journey from Columbo airport. Dated decor and dated feel of rooms - needs upgrade work to room to refresh. Slippery floor tiles in bathroom and a deep walk over jacquizzi bath/ shower so can be difficult to get in/ out for less mobile. toilet has less flush / feels flimsy. quite isolated from external shops / sights as main areas around 20 mins drive.,Negative
"During our family trip through Sri Lanka we also stayed in the Heritance Kandalama. The location in the middle of the jungle is fantastic. Surrounded only by green trees, a lake and all kind of animals (especially monkeys) is really special. Checkin was simple and fast. The infinity pool was a great way to cool down after the car ride to the hotel and gives great views towards the lake. The rooms and the hotel itself are getting little bit old, which you can see and feel with some of the amenities. However in general it is well maintained. The breakfast is great with many fresh juices, good cappuccino and fresh fruits. We enjoyed it. One night we tried the evening buffet for 6000LKR per person, which was just average. The Western Food like Pasta was ok, but nothing special. The best part was the local curries. But you can eat in other smaller restaurants in Sri Lanka better and cheaper. Besides a great experience, I have one critic point, which happened during checkout. They force you to pay by credit card or in cash by USD only. You cannot use local currency, which was disappointing, as I only needed to settle some drinks and other small expenses.",Positive
"We stayed at the hotel during an Easter break in Sri Lanka so the hotel was super busy, something to note if you’re thinking to stay here. We stayed here for one night and enjoyed our stay. It was a smooth, quick check in and they were also checking temperatures and ensuring we were sanitising our hands, luggage etc.
we were given room 406 which had an AMAZING VIEW of Sigiriya rock. The room was okay, slightly dated and dark, the bathroom definitely needs updating but it was clean. We went down to have some lunch in the cafe area in front of the pool which wasn’t too bad, we had a pizza and chicken wrap were okay. We also had the a la carte dinner at the restaurant in the seventh floor which was mixed. The dessert was absolutely superb, however mains were mediocre. The lobster seasoning was odd, and didn’t taste good, the chicken wasn’t too bad but pretty random when served with a chicken sausage. The breakfast was great, good selection of food plus a live egg, sausage and bacon station.
Beds were super comfortable, and there’s a lot to do in the hotel in terms of walking around, three swimming pools, gym etc.
I would stay here again for sure, maybe would try out the buffet next time.",Positive
Beautiful location and valuable service. Food was excellent. Rooms are very big and clean. The main restaurant staff was very helpful and good service thank you for your hospitality we will come back definitely. We are really enjoy our holiday,Positive
"We stayed here on the first leg of our honeymoon trip. The hotel is lovely and very secluded but surrounded with lots of cheeky monkeys! We did feel the hotel was slightly tired. We stayed in the panoramic room, which unfortunately didn't have much of a view (half the hotel looks out over a lake but the other half doesn't). We were lucky enough to be offered an upgraded room to a Deluxe with a hot tub for our final night. Which was on the other side of the hotel, with a lake view and was fabulous. The staff here were lovely and very tentative to our needs. Food was very tasty and a nice introduction to Sri Lankan food. Plenty of choice at breakfast and dinner, cannot comment on the Western dishes as we stuck to the local Sri Lankan food. Some great opportunities to see elephants near by! Would recommend and would love to stay again!",Positive
An amazing property set in the jungle and hills with amazing sounds surrounding it. The food is just amazing with lots of choices catering for all and amazing flavors. The executive chef was always in the dining hall happy to help and also gave me some recipes! Thank you Nalinda Abeyratne! A must visit if you like the jungle.,Positive
"I spent 3 nights at this hotel (now owned by big Asian tour group Aitken Spence) as part of a group tour of Sri Lanka. My biggest regret was that our tour itinerary, which always ran late, didn't allow us enough free time to enjoy the natural surroundings, wildlife, pools etc of this beautiful hotel - the best on our tour. I could have spent another couple of days just soaking it all up. The very comfortable rooms are furnished in keeping with the architecture and draped externally with plants but although the hotel was practically empty they still gave us the 'cheap seats' with no view of the lake. They could have upgraded us really. The sounds of nature in the morning and evening are a treat and the birdlife is colourful if you stop to watch. You can't sit on the balcony without monkeys coming to see what they can pinch and doors must remain locked shut for the same reason. I went for a walk down the drive but scuttled back, having encountered a snake. There's certainly nature all around! Food wasn't great. A very standard Sri Lankan hotel buffet was the only option for dinner (at 6000 rupees per head) so we went for bar snacks after the first day. The sting in the tail was the growing trend (apparently government-imposed) to give prices in Rupees yet only allow you to pay in US dollars at a disadvantageous exchange rate.",Negative
"Stunning hotel overall, and beautiful views. Love the atmosphere, and the monkeys 🙈. We booked a jacuzzi room however the jets didn’t work, so that was a little disappointing, we lost power on several occasions some days was every 15mins. Buffet was great a little expensive however lots to choose from. Internet in room is good and strong connection. Hotel is out of the main area of Dumbulla, so have to be prepared to eat all meals at the hotel and pay the little higher than normal prices. Staff were friendly and always happy to help.",Positive
"As anyone looking into the hotel would know it's an architectural marvel. I was still mesmerised by how much better it looks in real life. I was there on my honeymoon and the place was definitely the right choice for that. Other than the natural beauty, the place had great activities for the couples: excellent massage options, boat rides, safaris and treks. We could not try some of the treks due to the wild elephants seen in the vicinity. However, we spent four days and not one minute was spent idly. I particularly recommend the Balinese massage and boat ride in the morning. Issues: The service was slightly uneven with very prompt service was sometimes followed by unattended calls. With weekend and valentines day, the eateries were a bit overcrowded. There was some issue with my card on one instance and it turns out they did not have any other payment options than POS. The vegetarians might find the menu a bit inclined towards non vegetarians. All in all, I would recommend the place wholeheartedly. most of the issues in hindsight can be placed on understaffing due to covid times. The place was a good old fashioned five star with a legacy and beautiful architecture. That's what I expected and I was not disappointed.",Positive
"Me and my partner stayed here for 2 nights over a 4 week visit in Sri Lanka. The hotel is architecturally beautiful! Draped in foliage, surrounded by jungle on the edge of a breathtaking lake - The views were incredible! All the rooms have a private balcony with a choice of lake or garden. Ours was lake which was lovely however we met a couple staying in a garden view who saw elephants right outside their room in the hotel grounds at dawn. 2 of the 3 pools were open during our visit and we loved the natural pool. The cocktails were great (but beware of leaving them unattended because it will soon attract the monkeys!) The food was probably the most average throughout our stayed which was a little disappointing for a 5 star hotel. We ate better in all the guesthouses we stayed in. The views are the best thing about this hotel, it was a great place to spend 2 days by a nice pool after a lot of hiking but thats it",Positive
"Visited the heritance with my family on 22nd and stayed up until 26th December ..stayed in rooms 508 509 510.. The rooms were lavish with jacuzzis and all the other basic needs but its the mesmerizing view of lake AMAYA from the balcony which seals the deal for these rooms..room service is quick and fast.. Unlike the previous visits- the room mini refrigerators were empty and the buffet was served by the staff( due to COVID-19 pandemic)..food too was not exceptional unlike our last visit 3years back except on the Christmas night dinner gala where an extraordinary effort was made to make the experience at the hotel special.. There are 3 swimming pools.. A gym.. A library.. A spa... But no other extra-activities to keep you entertained (at least a chance to play billiards would have done wonders) .. A group of musicians do come for dinner to play which does help light up the ambience .. Kandalama heritance is an ideal place to visit the Dambulla Golden temple, Sigiriya lions rock, Pidurangala rock, Habarana eco park.. The purpose of a vacation is to be pampered, to relax and the staff is an integral part of ensuring this.. Some names that stood out with their services were Janaka and Dimuth(waiting tables at the buffet), Vishan (room cleaning service), Rasika and Chamara(at the lobby), Mr Lalith, Jayalath, Gamini and Purakrama..thank you for making this trip special with your exceptional service.. Most of the time all required safety measures against Covid-19 were being followed which was reassuring...all in all had a memorable time..",Positive
"Beautiful tranquil setting, very sympathetically designed to blend into the landscape - you can hardly see this hotel from the other side of Kandalama lake. Had a very natural feel with outdoor stair wells and corridors so you felt nestled within the jungle. Monkeys on the balconies which was a great fun twist! Due to the design, there is a lot of walking from one end of the hotel to the other. 2 of pool areas could do with improvement - a bit scruffy and difficult walking between them. Muddy and rocky. But the views unbeatable. The 3rd pool was great for the afternoon but again the area could be tidied up a bit. We ordered cocktails but they took an age to come. Service definitely with a smile though! The rooms themselves were great - felt authentic and colonial, lots of solid dark wood (lighting could be improved though) however the plug sockets were a challenge. Many not upgraded so difficult to charge phones. Buffet dinner was good although much more expensive (3,000 rupees) than other hotels (1,500) but possibly due to remote location. The under cover outdoor BBQ completely smoked out the diving room one eve which made eating unpleasant. The food was good however (I mainly ate local curries, many other options available) and the breakfast buffet was great. There were a few power cuts which is apparently very common to the area. The bar/Al a carte restaurant area was again quite dark but perhaps this is due to blending in with nature. Service also good. Staff friendly. Would defo recommend for the experience! We did day trips to Sigiriya rock (45 mins each way), Pollonaruwa (2 hours each way) and Damnula rock cave temples (near by) from from here.",Positive
"We came here on the rector a friend. The hotel is beautiful and location amazing. However, we would say that the rooms are dated. Hard to figure out the power switches because most of them are behind the bed. Room service was great and timely. Very reasonable. We’d stay here again.",Positive
Location of the hotel is so good..architecture of the hotel is very beautiful...credit go to great Geoffrey Bawa..facilities of the rooms are ok...foods offer at restaurant buffet are limited but very tasty...chef was excellent..if spread was improved its the best buffet in country..cleanliness and hygiene was good...overall its a great experience 👌,Positive
"Hotel along with comfortable rooms and excellent service. And the staff are friendly and helpful. Service was excellent! Only one disadvantage problems with meals. Various of food items was in buffet but not delicious, hope soon it will be solved.",Positive
"Decided to visit for a short stay. Arrived around 3 PM after a long drive from colombo, checking in was OK given all the pandemic precautions. We were escorted to a location next to the pool and welcome drinks offered while the self declaration paperwork on health were filled up. Rooms were on the further end and were Initially disappointing. They were facing the car park. And it was quite a distance to the restaurant. There is a shuttle to the car park from the lobby. That's how far. Since my parents were elderly and walking from one end to the other wasn't the best for them. We spoke to the front desk and moved our rooms to be closer to the restaurants. Samith from the front deck was understanding and immensely helpful. Thank you Samith! The hotel is very vast and peaceful, lots of greenery and amazing views of the lake, Sigiriya in a distance and all round foliage. The food was good thought out our stay and the staff helpful and friendly. The rooms did look a bit dated but then again this is a 25+ year old hotel. Overall a good experience",Positive
"We stayed two nights in early March, it was a bit busy with it being a weekend, the staff were pretty courteous and helpful most of the time, many of the guest though were very inconsiderate when it came to maintaining social distance during pandemic, especially when it came to the buffet. The pools were mostly unused and we managed to use them in isolation for hours. The room service orders for lunch were excellent and we enjoyed eating without the rush of greedy guests. The rooms are now a bit dated and the pillows need changing. The buffet was a bit monotonous. All in all was a good relaxing break in nature.",Positive
"Food was great and the service from the staff never had any issues, even when we first visited the property 12 years back. The fact that nature is right next to your room has always been great. Kids enjoyed the pool and the walk around the huge facility.",Positive
This hotel was opened somewhere in late 19's and now it is a bit of an old-fashioned hotel. this should have refurbished. however still their prices are expensive. The hotel still looks nice and the surrounding forest is amazing,Positive
"We booked the Deluxe Room for 2 nights. Kandalama has one of the best views overlooking Kandalama lake. We were located at Sigirya Wing, which had 2 pools. 5th floor infinity pool has nice views of Kandalama Lake. Also the pool deck of 7th floor has amazing sunset views. Hotel is very close to nature & has lot of places to explore. Food was amazing since we had the buffet which was huge & had many selections. Staff were friendly, helpful & polite. Regarding the room, we paid close to 72,000 for both nights & we felt like rooms are not worth it. They had okay furniture & amenities but not as luxury as they say. Bathroom only had a tub, which was okay with us but kind of inconvenient if you want to have a quick shower. Other than that we loved the stay and even reconsider coming back.",Positive
"Unique hotel in the middle of a jungle by the side of the lake. View from the room and the bath room was amazing. Front desk team was very friendly but F&B team didn’t give the same impression. Not sure they could cope up with overwhelming crowd. Food quality and variety was very good. Maintenance in side the rooms could be better. We definitely will visit again,",Positive
Nice garden and enjoyed the infinity pool. Average room amenities. I expected more room facilities considering the reputation. Good food and service from buffet. Could use more recreational activities without overcharging,Positive
The location is perfect and unique. It feels like staying amidst a lush forest facing an enormous lake.There is no place to beat the architecture of this property. However the hotel could improve on their amenities and service,Positive
"Place is good. The lake and the scenery. But rooms are tiny. I recommend Water Garden for the same price. Food is ordinary. Not really a five star taste like Anantara and Water Garden. The price is much more expensive considering the rooms. We had the room with spa bath. Monkeys are around the area, my kid likes it.",Positive
"The food is amazing and the staff is probably the best in the Island. The rooms are spacious and views are astounding. on the minor side, Washrooms badly needs renovation and the access roads aren't that good...",Positive
"Staff was very welcoming and kind, Hotel location was really good and in close proximity to the lake Kandalama. Only headache was the Monkeys, had to keep out of the balconies and the open areas. Food choices were good but international food can improve if you are looking at a local (Sri Lankan) perspective. Overall it was a good experiance, the hotel is closer to 1Km long.",Positive
"As always, it’s a great hotel situated on stunning location in front of kandalama lake. Spacious rooms & amenities. Staff is helpful & setting everything based on the new normal standards. Restaurant is nicely done & food is mouth watering",Positive
We visited the hotel in crowded weekend and staff was friendly in the check-in procedure. Room is spacious and you can see the beautiful Kandalama lake from the Balcony. Natural pool int he 7th floor was not cleaned but the infinity pool was good. They were running with reduce staff in the restaurant long queue were there in the buffet. Food varieties were limited in the buffet. Very poor breakfast buffet. I requested from several restaurant staff to bring me a finger bowel I received it after half an hour and at that time my fingers are totally dried out with leftover foods.,Negative
I went with my wife on our honeymoon to Heritance Kandalama. Excellent location which is very close to nature. We had the best view from our room which was in the sigiriya wing. Although we both felt that the rooms are a bit crammed up. Food was great. Had the best cup of tea after breakfast a hotel had offered. You need at least 2 nights at the hotel to get the minimum experience the hotel has to offer. There are so many outdoor activities to do during the day time but night is usually dull. Excellent Covid 19 safety precautions.,Positive
"I booked one of their best rooms availabe. A ""Luxury King"" room facing Sigiriya wind. But only myseld King was there without luxury. It is surrounded by tress, rocks and a lake. But there was nothing to experience except great meals, pool and the lake view. Food were really great. One of the best tasty food were there. Overall cleanliness was very bad. Tiles, walls were too much old. Leaking taps, old door windows, out-dated wood finish were there. You'll never experience a 5 star quality there. Recently I visited a 4 star hotel in Dubai, Called ""TRYP by Wyndham"". We should rate it 7 stars compared to this ""Heritance Kandalama"". Staff were amazing at Kandalama, They always do care us and control their quality of service. But don't expect a luxury experience. everything is old and outdated. It is almost to be broken down on to the floor.",Negative
"We stayed here for 2 nights (26th & 27th July) after lockdown (Room 505 & 506). If you're coming here for great service and great natural landscaps, then yes this is the place. The staff are excellent and always with smiling faces and go out of their way to make you feel comfortable. Food is not the best thing here. Limited variety - food is good, but not great. Dinner on the 26th was buffet with decent variety, but on the 27th it was alacarte. The staff were considerably low on the 27th and that was understandably visible in their service. There were only 24 pax and that meant the service was lagging behind and the staff were confused and made us confused too. We came here after staying 2 nights each at Jetwing Yala & Jetwing Lighthouse and you could easily say both the Jetwing hotels outweigh far higher than Kandalama Hotel in terms of food and variety. If you love nature - then you MUST come here. There is nothing like this hotel in Srilanka. It's one of it's kind. This hotel houses the 1st infinity pool of Srilanka. It's hard to believe Mr Bawa came up with this conception in 1985...such a forward thinker! It's inside a jungle and you get that feeling especially when it rains. If you're looking for a luxury hotel inside the jungle...then this is it! A few niggles though.. 1) Jaccuzi fittings are old and corroded. Some of the bath fitting also are showing their age. 2) No extra power sockets to charge phones/tablets. You have to disconnect the lamp shade or kettle to charge. How stupid. 3) Even though there was a smart casual dress code for dinner, none of the locals adhered to it. Locals turned up to dinner with shorts, slippers and skinnies. What a shame, the staff couldn't care any less either. I would have rather had my dinner in room",Positive
The staff is very friendly and supportive. They have taken very good measures against COVID 19. But there are issues in maintenance of the rooms. The varieties of food items to be improved in the buffet. The classical band was very entertaining! ,Positive
"We stayed at the Heritance for 3 nights when visiting the area to see Sigiriya Rock. The hotel is constructed into the hillside and has been literally taken over by the undergrowth, giving a unique feel with local wildlife living side by side with guests. Absolutely amazing to see the monkeys playing in the hotel grounds and structure, often appearing on room balconies. We had a very comfortable and enjoyable 3 nights here. The staff were extremely friendly and attentive. F&B was excellent and very well priced. We particularly enjoyed their buffets at breakfast and in the evening. As stated above, this hotel is an ideal location if visiting Sigiriya Rock as only about 15 minutes by car. If I were to be at all critical I would say that certain areas of the hotel need attention. I can understand that the exterior upkeep is nigh impossible to be kept perfect due to its design and location in the hillside. However I could see things requiring attention that you wouldn’t expect in a 5* hotel - the white toilet seat in room was secured with pink brackets. Such a small cost to replace if it had been broken but clearly looked like a make-do repair.Overall a great hotel that is worth considering in this area.",Positive
"We stayed at Heritance Kandalama for 5 nights at the beginning of March 2020. The hotel itself is beautiful, is in a wonderful setting, and has an abundance of wildlife. The hotel itself is in need of an update - the last refurbishment was in 2005 and in our opinion is now overdue. Certain parts of the rooms are tired - for example the tap in the sink which had clearly broken and been glued back together. The “welcome” book in the room was also old/dirty and out of date - it states that there are travel adapters and mosquito pads in the bedside tables, but there are not. In the grand scheme of things though the standard of the hotel was ok as the wonderful setting made up for the building being a bit tired. The biggest issue and inconsistency that we had was with the staff and fundamental lack of basic communication. In fact the most friendly staff by a mile were the housekeeping staff - they would always smile and say hello. The cafe bar staff were also nice. We found the reception staff and restaurant staff mostly cold and unwelcoming and did not explain anything. When we checked out, for example, there wasn’t a single question about whether we enjoyed our stay - we were just directed to the cashier to pay our bill and were told “you can check out over there”. No pleasantries at all. At dinner (in the restaurant - buffet) we were not told how much it would cost and the fact that it was all self-service was not explained. There is no attempt made by staff to up-sell at all - if you don’t ask then don’t expect to be asked! Our glasses would run dry and be cleared away and we wouldn’t be asked if we wanted another drink - strange. Heritance Kandalama prides itself on being at one with the environment and Aitken Spence produces its own water for consumption in the hotel. There is absolutely no excuse that this water is provided in PLASTIC bottles - water should either be provided in a jug in the room or in glass bottles. Even if the plastic is recycled it should not be produced in the first place - there is no excuse. During our stay we rented bicycles from the hotel and cycled around the Kandalama reservoir to Kaludiya Pokuna archaeological site. It’s quite a long trip (around 20 miles round trip) but worth it - it’s the first place we’ve visited where we were the only people there (probably because it’s difficult to get to other than on a bicycle). The bicycles were good but we were quoted two different prices by reception and were not provided with any water or maps of cycle routes (we made our own route on Google maps). I would have expected more - bicycle rental at 2,000 LKR should include a bottle of water and map of local cycle routes. The dress code at dinner is ridiculous. You are effectively required to wear trousers to a buffet dinner, yet there are children running around playing Sonic on their iPads. Effectively Heritance Kandalama is trying to enforce a dress code for a fine dining restaurant when this is effectively a family buffet. That said, the quality of the food was beautiful and the chefs clearly care a lot about what they do - we cannot fault the food (if you do go for the buffet, try to get a table outside). On our final night, staff randomly appeared with surgical masks, presumably as a result of the global coronavirus crisis. This was a little unsettling though as no explanation was given for the change in stance from breakfast - at first we thought that someone staying in the hotel might be ill, but then it was explained when I asked that in fact it was because there had been a case in Colombo! So overall that’s minus 1 star for inconsistent service, minus 1 star for tiredness of the hotel, but plus 1 star for the wonderful setting. I would strongly suggest that Aitken Spence provide adequate training to staff in terms of what it really means to work in a guest service environment - explain every last detail and leave room for no ambiguity.",Negative
"The views are spectacular from the hotel, you face jungle, the lake and you can see Sigiriya standing out in the distance from were our room was situated. Fantastic! The room was super spacious but the bathroom, now that was the gem of the suite. The jacuzzi tube situated by the large private window that overlooked the aforementioned views amazing! The monkeys are also a great experience as you can see them often hanging about the outside of the hotel.",Positive
"Heritable Kandalama is a gem not to be missed! Built into the side of a mountain overlooking a lake this hotel is one with nature. Every room has a balcony overlooking the lake. There are birds chirping, monkeys playing, lemurs in the trees. The whole place is an open air concept beautifully designed. The infinity pool and grounds are stunning. The staff are very attentive. Breakfast was a good buffet selection. Lunch choices in the cafe are Westernized food mainly. The rooms could use a bit of a facelift, bathroom while clean doesn’t feel it because of hardened water stains etc. The bed was comfortable. We used this as a jumping off point to do an early am Sigiriya Rock climb and it was great. I would recommend making sure you have a few days to just relax here as it is so peaceful and lovely!",Positive
"A stunning hotel, with an incredible view. The service is second to none and the food in both on-site restaurants is delicious. The negative takeaway though is the accommodation provided for the drivers. For such an excellent hotel which takes so much care of it’s customers, it was very disappointing to hear the same care is not taken of the drivers staying at the hotel. Hopefully this is something the hotel can consider and improve upon in the future.",Positive
"The Heritance Kandalama is as beautiful and different as everyone says! We had a great stay here, a really different hotel like nowhere we have been before. The rooms are an ok size but the bathroom is huge with an amazing shower. We were lucky to get upgraded and had views in front and at the side of our room - the monkeys on the terrace made it fun too! Breakfast was one of the best I have had with lots of options. Staff in general are very helpful and efficient too. We spent some time at the pool, the views are breathtaking over the lake. Our only downside is that the restaurant has a smart casual dress code, men must be in trousers - this isn’t normally a problem but we packed light and hence couldn’t eat in either of the main dining rooms. We did have food at the pool bar and that was good enough for us. The rooms in general need a bit of a tidy up, they are clean but the curtains and hotel book are a bit rough around the edges. Despite that, we would go back in a heartbeat.",Positive
