Review,Sentiment
"So nice hotel, our  room was not ready but Indunil managed very well from front office .He was so professional. Food was very good specially breakfast. Room cleaning was ok.",Positive
Most beautiful hotel I’ve stayed in,Positive
"amazing, unique location",Positive
Beautiful setting and eco property. The staff here make it an even more special place.,Positive
definitely the most beautiful hotel and location in Sri Lanka. the staff is excellent!,Positive
"the architecture, blending w environment, eco friendly and eco conscious, proximity to 2 UNESCO world heritage sites.",Positive
"Stunning location, outstanding care for detail , super attentive staff",Positive
Amazing breakfast buffet and a romantic set up for couples with the spa bath room,Positive
simply the most relaxing hotel in the world,Positive
This is such a unique property as the first eco resort in Sri Lanka - it really is spectacular. The hotel’s modern design is built into the jungle hillside with exposed rock throughout the building. The staff were great and very accommodating with arranging our trip to Sigiriya. The food was freshly cooked and lots of options at the buffet with panoramic views. The infinity pool and spa were great areas to relax and unwind from exploring.,Positive
BEAUTIFUL surroundings. Truly unique and you feel like you are part of that forest. And monkeys come to your balcony!!!,Positive
"Great architecture and timeless minimalistic design by Geoffrey Bawa, every detail designed thoughtfully, very direct connection with nature, full of wildlife, yet safe and comfy, openness of all common spaces, big windows with cheeky monkeys looking in (make sure you lock the balcony when you’re leaving the room:), every part of the hotel has its own little character and everything comes together as a great cohesive experience, unique charm, overall atmosphere, pools, great food - loved the local dishes, big choice, great for kids as well, really nice breakfast and buffet, the stay felt like a great adventure, beautiful rooms and bathrooms (stayed in “luxury king with bath”), great views, stunning location, great things to explore nearby (safari with wild elephants, ancient cities & temples, beautiful nature), some of the staff working there since the beginning (30 years) - like family",Positive
"exciting, special place",Positive
Beautiful. Enjoyed the guy playing his flute by the pool,Positive
"fantastic location, great pools, superb food. we even got an upgrade. we loved the monkeys everywhere",Positive
"Mount,lake ,birds and monkeys… lovely natural surroundings.",Positive
This is an incredible location and marvelously designed building to merge in with the nature around it.,Positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting downtown",Positive
Srilankan food everything is available good quality,Positive
"Very friendly staff, great food, beautiful location!",Positive
location and natural beauty enhancement,Positive
A wonderful immersive experience in nature. The hotel is built into the rock and positioned in the jungle. Very peaceful and relaxing. Delicious food. All in all amazing!,Positive
nice views and perfect location,Positive
eco and in the hills. lots of wildlife but felt safe.,Positive
"Munasinghe and yoshanie were so lovely!!! Thank you for our wonderful stay and we really enjoyed the hotels wildlife, amenities and food!
Infinity pool was awesome 👌
Got a relaxing massage and facial too! Ladies at the spa were great",Positive
"the location was amazing, the view from the property was breathtaking. the service was outstanding..  we honestly enjoyed our stay at the property.",Positive
"Terrific view of the lake, very clean, top notch hotel.",Positive
"Outstanding views & architecture. Room was beautiful.Amazingly helpful staff - Dimuth in particular ensured we had vegan options for breakfast, lunch & dinner and made us feel so welcome & looked after. Nothing was too much trouble. Thank you so much to everyone- we didn't manage to get everyone's name but we were so impressed & grateful to you all for making our stay so special! In addition,  Vishnu gave us a great tour of the hotel and we really enjoyed our excursions with the driver Mohan. He was really knowledgable and friendly and we loved getting to know more about the local area from him.",Positive
"incredible setting, nature, design",Positive
"In middle of a forest and monkeys every where.
Friendly Staff.
Infinity pool.
natural Pool.
Great buffet.
Proactive Staff.",Positive
"it’s amazing experience, real contact with natural places, the service top",Positive
the architecture of the property and its integration with nature and the forests is amazing .,Positive
"Monkeys! :-) everywhere, even on the terass. But not problematic. Just curious. Amazing nature surrounding the hotel, great views on the lake and Sigriya rock. Nice swimming pools, good drinks, fantastic food for breakfast and dinner (buffet). Very welcoming and friendly staff",Positive
"The views, the location and the hotel are beyond amazing-backdrop is beautiful and there are monkeys everywhere.
We stayed in a panoramic room, which was very cool!
The staff go out of their way to make sure your are happy and comfortable.  The room has everything you need a different towel animal everyday 😄
Food is exceptional, especially the grill-the shwarma was unreal!!!
The hotel organsied our tour to Sigyria and the temples, our driver was fab!",Positive
everything was great about this day. This is one of the most unique hotels and locations in the world. You are in the middle of the jungle and next to the lake with beautiful views from all sides of the hotel. The hotel is enormous and supports three pools. The one in the middle was the best for me. The food was great both for dinner and breakfast. It is a great place for enjoying exotic nature and for exploring in Central Sri Lanka.  The room that I had was enormous and very comfortable. Everything was clean and modern.,Positive
The hotel was beautiful and staff were so kind and helpful. Indunil was so helpful. . hotel nicely arranged everything including awesome traditional music sessions. foods also were great. we had a great vacation at there,Positive
"food, location, nice views, room",Positive
"Amazing location, everything you need in one place, right inside the forest with monkeys, chipmunks, and loris running around. Comfy beds and a beautiful view. Nice breakfast with local options as well.",Positive
"the hotel is absolutely beautiful, blends into the nature around it, allowing great opportunities to see lots of wildlife. the rooms are nice, big and clean, with great views of the lake and surrounding wilderness.
breakfast buffet was really good, the best breakfast we have had in Sri Lanka, a wide variety of food and juices.",Positive
The hotel is not only beautiful (in terms of its architecture) but the view is amazing. One of our favourite places in Sri Lanka.,Positive
Superb location in beautiful surrounds,Positive
"This property really takes you straight into your holiday, the setting is incredible and the relaxed atmosphere across the hotel is lovely.  It really is a must visit hotel. Lovely ambiance and sunsets on the lake.",Positive
"We stayed for two nights at the end of Feb 2022 and loved it. We stayed in a suite on the 5th or 6th floor which had floor to ceiling windows on the entirety of two sides of the room, affording incredible views over the lake and surrounding forests. Our bathroom had a jacuzzi bath from which you could look out over the scenery.The hotel is secluded and very peaceful and has been designed perfectly to blend in with the surroundings. There is little noise or light from other properties and you can't see any roads or hear any traffic. You are surrounded by nature and can see monkeys and birds within a few metres anywhere on the property.The staff are lovely and friendly and were happy to help with any of our requests. The breakfast was fantastic - a buffet serving a wide range of Eastern and western options, with a team also cooking fresh bacon, sausages and other options on the grill outside the breakfast hall in the courtyard. Dinner was also great, with options for a buffet or a la carte from 2 or 3 different restaurant areas.The hotel pool is clean and well-attended so you can order food/drinks poolside if wanted. At sunset you can lie by the pool and listen to a pipe player while watching the sun set over the trees.We used the hotel as a base to visit the nearby Sigirya rock, around a 45min drive away. We had a driver for our holiday but the hotel offer drivers if needed. There isn't too much else to do around the area so, after visiting Sigirya, we felt a two night stay was ample.",Positive
The environment this hotel is in makes the property special. No regrets about booking it. Food is also decent.,Positive
"It’s a unique setting where the architect has sympathetically designed the building to blend into the landscape. This attracts wildlife like monkeys.  comfortable rooms, great food and drink, bit pricey but the level of service is always excellent. This was our 3rd stay in 6 years.  They also arranged airport transfer and for ongoing hotel.",Positive
"this is great location, you really do not see this kind of hotels in many places",Positive
"fabulous design and architecture, swimming pools wonderful!",Positive
Love everything about the architecture pools and design ; must stay hotel; absolutely loved the powerful showers with jungle feel,Positive
GORGEUOS surroundings and views. They've managed to maintain the natural element of the place very well. Staff is very helpful and courteous.,Positive
The hotel location was absolutely beautiful. I loved waking up to the sound of the birds every morning it felt very special . It looks so much better than the pictures,Positive
"We love it and extended our stay with 3 nights. The hotel is a piece of art, located in jungle. Staff very well trained and always ready to help. Many thanks to Mr. Sujith and Mr. Bandar helping us with all our requests.All the staff are amazingly kind😊",Positive
Amazing location in the heart of the jungle. Amazing views and wildlife right there with you.,Positive
"Awesome location and architecture Incredible hotel, staff, permises",Positive
The location and how the hotel is carved into stone plus the architecture is just unbelievable. Literally. To top it off the staff is great and so is the food. One of the best hotel experiences I've ever lived.,Positive
"This architectural design of this hotel is absolutely incredible, and is by far the most interesting hotel we have ever stayed in. the views are phenominal, and you even get a view from the shower…
service is the best that we have had in Sri Lanka - and the food is excellent",Positive
Amazing views and really welcoming staff.,Positive
"all the staff especially Sanath the driver
comfortable airport transfers
great view of the lake and nature
comfortable bed
great hot water and pressure for shower
spacious room
wildlife seen around the property birds, peacocks, monkeys
the spa / great massages
great things to do near by - elephant safari, Sigiriya Rock, Damballa Cave Temples.
Jeffery Bawa property / history
would highly recommend and stay again.",Positive
very  big  beautiful hotel great surranding great swimming pool beautiful view,Positive
"This is the most extraordinary hotel. We could barely believe our eyes when we arrived at the check in. You can see all this from their photos but it's even more impressive in real life. We would stay here over and over again. Our room was incredible. It was huge with a jacuzzi bath and a lovely balcony looking out over the jungle. The dining facilities were brilliant, seeming endless options of consistently delicious food. Everything is set up for you to have an unforgettable stay, they even have a long list of excursions for guests. We visited  Dambulla, as well as Sigiriya and did a lovely jungle treck around the hotel with a hugely knowledgeable and interesting member of the hotel staff. We couldn't recommend the Kandalama more.",Positive
"Very special stay. The hotel is located in the middle of the jungle and blends in beautifully. There is lots of wildlife around the hotel (especially monkeys) which you can watch from the balcony, pool or terrace. Also the staff of the hotel wad extremely nice, welcoming and helpful.",Positive
"beautiful surroundings, good size of the room, buffet was very good",Positive
"Property was perfect, food was good, rooms are clean and comfy. At the restaurant on first floor there was a wonderful woman hostess/waiter who was very helpful and kind. Breakfast was nice, workers are helpful. A lot of sweet monkeys on the room balcony which make your day :)",Positive
The hotel is beautiful in the middle of the woods. It offers a wide range of food. The scenery was amazing. There are monkeys roaming about which is very exotic. We stayed for two nights and enjoyed it.,Positive
"The architecture is amazing and it is fully integrated with nature. The views from the room are fantastic and the rooms itself are stylish and pleasant. We loved the place and the rooms.
40 min away from Sigiriya",Positive
Everything good.,Positive
"During our family trip through Sri Lanka we also stayed in the Heritance Kandalama. The location in the middle of the jungle is fantastic. Surrounded only by green trees, a lake and all kind of animals (especially monkeys) is really special. Checkin was simple and fast. The infinity pool was a great way to cool down after the car ride to the hotel and gives great views towards the lake. The rooms and the hotel itself are getting little bit old, which you can see and feel with some of the amenities. However in general it is well maintained. The breakfast is great with many fresh juices, good cappuccino and fresh fruits. We enjoyed it.",Positive
"it’s situated in middle jungle.very nice place even we can enjoy lake also, environment is great if you’ll go there you can breath 100% with oxygen and also kanchana restaurant has freaking tasty. we enjoyed a lot",Positive
"Scenery, location, contact with nature, architecture, scenic views, exceptional vibe.
The fact that the property is “dated” as per other comments is what makes its charm. if you are looking for new, shiny, 5-star bling, go to Dubai. if you’re looking for heritage, this is the place!",Positive
"Absoulutely everything. I have been to the Kandalama in 2001 as a 14 years old girl and could never forget this place. 20 years later it was exactly like it was in my memories. I enjoyed every minute there and I wish I could stay there forever.
I can recommend this special place 10000%",Positive
everything!! such an amazing property!,Positive
Everything about this hotel is great,Positive
the property was amazing! really loved the scenery and the feeling of being in the sustainable environment. loved the monkeys being around with humans,Positive
"beautiful spot, great architecture, and sympathetic to the environment around it",Positive
Good stuff,Positive
"Amazing location. Relaxing atmosphere. The staff was able to arrange everything, from airport transfer to day activity outside the resort.",Positive
"The setting of this hotel is simply breathtaking, from the time you arrive well trained staff swiftly checkin and guide you to the room. This is one on the finest hotels that I have stayed at, the whole complex is so well interwoven in to the natural surrounding forest on one side and a lake facing the other. There are wonderful natural sounds of different birds and monkey cries. If you’re lucky, the monkeys might come up to your window, as they did to ours - keep those doors locked. In the evenings there was an amazing flute player near the pool and filled it with tranquility",Positive
beautiful hotel lost into the jungle. amazing swimming pools and a great team to welcome us,Positive
The location and view are exceptional! Rooms are super clean and the entire property is very well maintained. We had a couple romantic massage at the Spa and it was just great! Staff are very nice.,Positive
"Stay didn’t feel like staying in a hotel, but in a forest with all luxury available.",Positive
"The location is unique and breakfast /dinner buffet selection was very impressive. If you're a sunset chaser, they have magical sunset views from the pool area! Staff were friendly.",Positive
Excellent stay. The staff at the restaurant went out of their way to oblige with an eggless dessert when one was requested. Spectacular surroundings.,Positive
Loved the way hotel was built in to rocks. Excellent breakfast and buffet evening meal. Great distant view of Sigiria rock.,Positive
"This place took our breath away, what a magical place. This might be the most beautiful hotel we ever stayed in. We got upgraded to a suite. We extended our stay and still did not want to leave. Everything was perfect!",Positive
It was absolutely perfect! Great 5-star hotel experience.,Positive
"Everything is great, just for day Trips you have to plan extra time, because you have to drive into nature for a few minutes every time. But if you want to stay there, its a fantastic place.",Positive
Incredible place. Loved everything,Positive
"Great room, great facilities, wonderful location. Advice and help from woman who was senior staff person/ tour advisor at reception desk was enthusiastic and very helpful.",Positive
Need to have little more Vegetarian foods. ,Negative
Panorama. Dramatic view of the lake embedded in the nature. Funny and curious monkeys running around,Negative
"We loved our stay here and felt it was the most unique and special hotel stay we’ve ever had. The views over the jungle that this place offers are unbeatable and the feeling of being completely immersed in nature, seeing monkeys playing in the trees and around the pool. The hotel is designed by a prominent international architect (Sri Lankan but globally recognised) and it is obvious in the design of the building from the big things to the details. It really is a one of a kind type of hotel. On top of that the food was excellent and the staff were incredible attentive and helpful, from the first arrival, to organising transport, to chefs and room service (who left us a cheeky monkey towel creation as a surprise!). We used the spa to have a couples massage and both thought it was the best massage we’d ever had, not just because of the dramatic views out of the spa rooms (it was experienced a wild thunderstorm at the time!) but the masseuses were exceptional. This place is a must and we felt it was very good value for money all things considered.",Positive
"This location is absolutely mind-blowing! Words cannot do the location justice. We lost count of how much wildlife we saw there - monkeys sleeping in the tree was a definite highlight! The room was really comfortable, well appointed, and had an amazing view. The infinity pools across the reservoir are incredible, we could've stayed there all day!",Positive
"beautiful rural location , amazing surroundings, fabulous staff",Positive
"One of the best hotels I've been to. The building is very talentedly integrated into nature - just walking around the hotel is a great pleasure. The rooms are huge and very nicely decorated, with luxurious bathrooms with excellent water pressure and temperature. The hotel has two swimming pools on the lake, where you can meet monkeys and other animals. The views and sunsets are unforgettable.",Positive
Excellent hotel and amazing architecture. Hotel manager was very helpful  along with staff such as Imali who helped us at the bar and also the pool staff who were lovely. fabulous breakfast and amazing spa.,Positive
"the view, room comfort, the staff are super friendly.
the bathtub in the room was fantastic",Positive
amazing hotel. stunning location and the staff were impeccable,Positive
"hotel needs renovation.
They try to control guests transportations,  they charge 3 times higher money fr the cars and dont allow outside cars to come to hotel so guests are forced to pay more.
At night there are some areas in the Corridor without light......lighting needs improvement. I am an architect and i jv designed many up class hotels.",Negative
"Wow, what an amazing hotel, Without a doubt the best we have ever stayed at! If you love wildlife, this is the place for you. It felt like we were staying inside a zoo, watching 100s monkeys everywhere and on your balcony, wild elephants walking around the lake and all the other weird and wonderful animals and insects. We were upgraded on arrival to a room with a jacuzzi bath, the views from the room, bathroom and all of the hotel were breathtaking. Food was outstanding, the buffet had absolutely everything you could wish for and the a la carte restaurant was always perfect. Lastly, thank you to the exceptional staff for you hospitality, you made our stay one we will never forget. If you are going to Sigiriya, please do not miss this hotel, you will regret it!",Positive
The architecture and interior design of the hotel is the best.,Positive
"A hidden gem in the middle of the jungle.
Surrounded by all the greeneries and wild life, there is no better place to stay in Sigirya.
Sitting in the balcony with the monkeys was a highlight. We even spotted several elephants from our balcony.
We were extremely happy with our stay.",Positive
"Room was amazing. Beautifully furnished, and incredible view of the landscape.",Positive
The staff are truly amazing,Positive
"Fabulous hotel with the greatest architecture and views to the lake. Clean, comfortable room with incredible views. Such a wonderful stay!",Positive
This is the best nature resort I have seen. so much wildlife around,Positive
"Don’t know if it’s me or the Kandalama, but this is the best hotel I’ve ever been",Positive
beautiful hotel in a stunning location,Positive
"Gorgeous view from every room (rooms are only lake-side), great amenities, most beautiful infinity pool, spacious rooms, jacuzzi in the bathroom, great staff, and very helpful. Animals everywhere, really fantastic natural experience, great atmosphere with local live music in the evening.",Positive
Beautifully located & made hotel.Excellant breakfast,Positive
This was one of the best hotels i stayed in while travelling around Sri Lanka. The hotel is beautifully situated in the jungle with spectacular views of the nearby lake. The infinity pool was great and certainly provided a nice place to swim after a hot day. The breakfast was plentiful and had a variety of options. Dinner was also affordable and with many options (including for vegetarians). The rooms were spacious and it was amazing to be able to sit on the balcony and watch the monkeys play in the vines. Well worth the visit to the hotel and i would stay longer next time.,Positive
Location is amazing. Prices in the bar reasonable and swimming pool amazing. Breakfast also very nice,Positive
very special building with beautiful views. excellent breakfast and diner.,Positive
"An exeptional place, rather expensive but really beautiful!
The rooms give you the feeling as if you would be staying directly in the jungle without leaving the comfort zone.",Positive
"everything was perfect. beautiful place, dinner was great, nice pool",Positive
"stunning hotel, amazing views, staff were so kind and helpful, incredible selection of food.. the views were breathtaking, very helpful when we arrived too early for checkin",Positive
Excellent place to stay,Positive
"Great breakfast, lots of choice. Perfect view on the jungle and monkeys . We really recommend to visit the place",Positive
"silence, nature, jungle 🔥",Positive
"The best experience so far in Sri Lanka (and I’ve already been here 6 months in total)!
Architecture, Rooms, Location, staff, food… everything outstanding! I loved and enjoyed it a lot!",Positive
"This hotel is absolutely amazing! Definitely worth visiting, the best hotel experience we had in Sri Lanka.",Positive
"luxurious setting (with three pools), ample food choice for all meals. (The food was all great!)
The staff were really attentive, too.",Positive
"The views from the room were absolutely incredible. You could hear the birds from sunrise and curious monkeys came to say hello. Great breakfast, fabulous food. The staff were impeccable. The Geoffrey Bawa design is so well thought out. We loved our stay here.",Positive
"We loved our stay here, the rooms are really spacious and set in the most serene location, you really are immersed in the natural environment here and it’s utterly beautiful and very peaceful, There are no other dining options nearby but the hotel buffet offered lots of choice and there is an Al La Carte restaurant, although we didn’t try it :)",Positive
"Everything, but here are some main things:
- location. right in the jungle, peace and quiet. not far from Sigiriya or any other place.
- hotel is nearly 30 years old, but its beautiful and clean.
- breakfast. huge choice of everything, very tasty and fresh. and guys outside are making best omelettes.
- pool. view is just breathtaking and it’s big enough to have a good swimming session
- staff. everyone was helpful and friendly. we appreciated the most guy that was making animal watching tours- he genuinely loves animals and nature, and all tours are made having in mind animal well being and not pleasing tourists
- no plastic straws in use!
just amazing place, wish we could stay there much longer!",Positive
Incredible architecture. Views. Monkeys everywhere! Dinner options plentiful. Staff very attentive.,Positive
location and view is amazing as well as food top class,Positive
"fantastic place, amazing sunsets, beautiful nature",Positive
"The views are amazing, it’s an incredible building, very helpful and polite staff, good food and overall a lovely hotel with plenty of services & facilities.",Positive
"The setting of this hotel is stunning. The views of the lake and national park are amazing and with the vines/rocks/plants incorporated into the hotel building, you feel very much part of nature.",Positive
the location was amazing!! we only stayed there one night. wish we stayed for longer,Positive
"Everything. The room was great with a beautiful view on the lake, food was super good and diversed choices (a la carte, buffet and snack options). The pool, the fitness room and the spa was awesome! I recommend the coco spa massage.",Positive
one of the most beautiful hotels in the world!,Positive
You have too see great place,Positive
"the room is cool, especially the bathroom. The hotel is not new, but very unusual, right in the rock. I personally liked everything there. There were the best breakfast on the Island.",Positive
"Everything, the room with the lake views and Sigiriya Rock, hotel in the middle of nature. Amazing infinity pool, always clean and very attentive staff. Spectacular buffet restaurant, you can find there a large variety of food and sooo tasty. An additional good point: we were driving our own tuktuk and they let us parking it in front of the hotel entrance.",Positive
"Great staff, fabulous food, fabulous ambience",Positive
Very  good  customer service.  Plasent place to stay.  Food was  very  delicious 😋,Positive
"I have to say this is one of the most beautiful places i have ever stayed. Set in with the natural environment, the view from my balcony and my bathroom was breathe taking, wildlife everywhere, lakes, forest and mountains, you couldn't want for more
The staff are delightful as was the food, the room is comfy and light, the infinity pool a dream, made it so hard to leave and cant wait to come back
Thank you for making my start to Sri Lanka a memorable one 💖",Positive
"This hotel is just perfect for a gateway from the hustle of life , the staffs are so co-operative friendly , helpful. We are grateful for the complementary upgrade of our room . Not to forget the view from our deluxe room was amazing .
I would totally recommend this hotel
hoping to come back to spend some time again.
thank you",Positive
"Great food. Exceptionally friendly and helpful staff. Very comfortable rooms. Nice walking paths. Excellent location to cover places like Anuradhapura,  Polonnaruwa and Sigiriya.",Positive
Great location with the delicious foods,Positive
All is wellcome,Positive
"views were amazing
swimming pools were nice
spa was nice but it was expensive for Sri Lanka.",Positive
"It was such a beautiful experience. At the beginning we had a problem with the noise in our bedroom but they chance us to a quieter one. The facilites are beautiful and they provide life music almost everywhere, the food was amazing, the buffet had a lot of options and each one of them was delicious. The staff was always polite, we would like to give our special thanks to Vishan and Sanjeewa the room boys, every time we came to our room we would find it impeccable, besides leaving always towels with the form of an animal for decoration, such as elephant, turtle and monkey, a very beautiful detail. We will definitely come back again.",Positive
"location /structure/views/comfort
buffet meals great and overall price for food and drink surprisingly good
Staff helpful",Positive
Probably the best hotel I have ever stayed at. It is just simply magical.,Positive
This is one of the most breath taking properties we’ve ever stayed in - the architecture and views and incredible! The facilities and staff are fantastic! The hotel also have great excursions and will help you book everything.,Positive
"Great views, amazing room. Good breakfast",Positive
"Kandalama is an absolutely stunning hotel hidden in the jungle just outside Dambulla. It is kept immaculately clean, the staff are all
exceptionally friendly and the views spectacular. you have to keep your balcony shut to stop the monkeys coming in!",Positive
"Kandalama Heritance is a masterpiece of contemporary architecture by Geoffrey Bawa. I think that it totally worth a visit. It looks a little be old, even decadent, and the best days are in the past but , in my opinion , this makes it even more fascinating.",Positive
"This hotel was the best choice to start our honeymoon. The whole bulinding is an architectural miracle. I really enjoyed the open corridors. OUr room (with jacuzzi) was perfect, spacious and it had a really calm atmosphere. It was a pleasure to wake up for the monkeys and staring them from our balcony. The jacuzzi was also nice and comfortable to use. The hotel is a bit expensive but it is not a surprise. You will need a driver to get around the area beacuse it is far from everything. However I think that is why it is a real miracle. The pool is also good and nice and the foods (breakfast, dinner) were excellent :)",Positive
Jacuzzi and pool were nice. Monkeys and views were nice. Room service was good.,Positive
"Amazing location and ambience of the hotel. Beautiful view from the room, breakfast area and spa.Great spa services - professional and skilled.",Positive
"Staff were so friendly and accomodating.
Facility is so clean and beautiful",Positive
we love the design of the property and the space involved with long walking corridors we also enjoyed the spa very much,Positive
"this is a unique place set in nature that will provide a unique experience, clean rooms, magnificent views and great nearby hikes",Positive
Excellent,Positive
We had great dinner and great breakfast. Quality food with great service.,Positive
The Facilities looks outdated,Negative
We booked this hotel for the architectural marvel that it is. But there was nobody to explain to us about it.  We were given Tom 315 which was very nice and overlooked the forest and the hills. The bathroom was fantastic as well. The hotel has 2 pools. Spa and 2 restaurants were not operational.,Positive
Architectural masterpiece in the middle of the jungle. It’s a fantastic opportunity to leave in such place.,Positive
"Surroundings are very beautiful, but the hotel is tired and not clean. Food was average",Positive
Amazing location and ambience of the hotel,Positive
excellent location,Positive
"The hotel is beautifully embedded into the surrounding nature. All around the hotel there are great views. Also there is the possibility to see monkeys.
The food was also good, especially the Sri Lankan dishes at the dinner buffet.",Positive
Breakfast was excellent.,Positive
Only Location & Architectural Design,Negative
"Insane lake view, spacious hotel, top friendly service staff, quality food buffet, live musicians and all the monkeys 🐒",Positive
Amazing architecture and the view is stunning. The offered activities by the hotel are really good at reasonable prices.,Positive
"The rooms are very pretty, clean bathroom, the beds made a lot of noice when you turned during your sleep. The guys standing by the pool are very nice and helpful. We saw a lot of animals with there help.
Food was good!",Positive
the nature and wildlife! the property and building are so beautiful.,Positive
Nestled in the forest with an amazing view across the lake the Heritance Kandalama is a superb place to be based for local tours and safaris. the staff were always attentive and happy and dinner and breakfast were outstanding.,Positive
Amazing building with fantastic design. in keeping with the landscape and heritage. Loved the staff and food.,Positive
Location is fine.,Positive
"Staff were helpful and kind, especially Mr Sarath in the dining room",Positive
the rooms were really comfortable but the food was not good,Positive
property is a little dated but otherwise location is nice and views are great..,Positive
"The nature and the serenity, delicious food. Staff was so friendly and professional. Bathroom with a jacuzzi was my delight.",Positive
"Great location, but very old and not renovated hotel.
Exterior of building, room view and monkeys on the trees was the best in this hotel.
The dinner & breakfast were ok.",Positive
staff members are very helpful.Perfect Dinner and breakfast,Positive
food was amazing,Positive
I HAVE BEEN TRYING TO CONTACT THE HOTEL TO ASK FOR AN INVOICE FOR A MONTH NOBODY GOT BACK TO ME,Negative
location and infrastructure are amazing. food also good,Positive
"the architecture is really really nice without a doubt. the view is also stunning, and the breakfast buffet is really good and high quality.",Positive
"Amazing location- that is what you are paying for.
Good breakfast.
Staff very helpful.",Positive
"A must for Geoffrey Bawa fans. Its a cultural, architectural high light. Crazy jungle hotel, nestled in lush green, merged with rock and nature. Great pools and view. Made friends with plenty of monkeys, birds and a turtle",Positive
"It is a beautiful property in a great setting. The food in the restaurant was great, and the little staff there were working, were doing their best under tough conditions.",Positive
